Wall time,Step,Value
1772696528.5786881,356864,721.2731323242188
1772696535.656057,357632,721.1260375976562
1772696538.1288922,357888,721.2161865234375
1772696542.5684297,358400,721.334716796875
1772696544.7640965,358656,721.354736328125
1772696551.636753,359424,721.4088745117188
1772696556.2984517,359936,721.658203125
1772696575.425742,361984,721.6387939453125
1772696584.8904407,362752,721.5571899414062
1772696587.4417863,363008,721.0130615234375
1772696592.0245745,363520,721.0235595703125
1772696596.560193,364032,721.450439453125
1772696598.9619849,364288,721.3643188476562
1772696619.8635519,366592,720.7402954101562
1772696622.0124876,366848,720.7967529296875
1772696626.7297986,367360,720.5049438476562
1772696631.784291,367872,721.092529296875
1772696636.475147,368384,721.7171630859375
1772696638.626585,368640,721.8098754882812
1772696641.2842774,368896,721.97900390625
1772696643.5066752,369152,721.8898315429688
1772696650.3854868,369920,721.7780151367188
1772696654.816418,370432,722.0890502929688
1772696657.223204,370688,722.067138671875
1772696659.3198736,370944,722.1795654296875
1772696661.7204711,371200,722.4828491210938
1772696663.7888155,371456,722.8291015625
1772696666.1869848,371712,722.7655639648438
1772696668.517035,371968,723.0538330078125
1772696673.298225,372480,723.2757568359375
1772696675.3820033,372736,723.4746704101562
1772696677.8996875,372992,723.991455078125
1772696680.0336304,373248,724.2605590820312
1772696682.584606,373504,723.7196655273438
1772696684.6925654,373760,723.8191528320312
1772696687.0059109,374016,723.9169921875
1772696689.4816363,374272,724.2019653320312
1772696691.5820544,374528,724.110107421875
1772696694.0968108,374784,724.0162963867188
1772696710.6392348,376576,724.2872924804688
1772696717.6149597,377344,725.0526733398438
1772696720.0491385,377600,725.2586669921875
1772696724.6313517,378112,725.3504028320312
1772696727.127811,378368,725.38916015625
1772696736.5331342,379392,725.814697265625
1772696738.8147013,379648,725.9479370117188
1772696741.3493357,379904,725.920166015625
1772696743.5604825,380160,725.8983154296875
1772696750.9929037,380928,726.3662109375
1772696753.3372245,381184,726.195068359375
1772696755.4668791,381440,726.3203735351562
1772696757.803739,381696,726.5081176757812
1772696759.9278095,381952,726.6832885742188
1772696764.3156455,382464,726.977783203125
1772696766.7283318,382720,726.7711181640625
1772696776.0051003,383744,727.6271362304688
1772696778.465373,384000,727.3558959960938
1772696780.656164,384256,727.2049560546875
1772696785.5565088,384768,727.5787353515625
1772696792.249807,385536,728.2954711914062
1772696801.3265078,386560,729.3049926757812
1772696803.764212,386816,729.3720092773438
1772696806.159873,387072,729.5402221679688
1772696810.8349023,387584,729.8206787109375
1772696815.4001873,388096,729.812255859375
1772696817.5701578,388352,729.8447265625
1772696834.3977797,390144,731.0198974609375
1772696841.6302004,390912,731.6264038085938
1772696846.117472,391424,731.951416015625
1772696850.850034,391936,732.1571044921875
1772696858.0869634,392704,732.6734619140625
1772696860.3468978,392960,732.5179443359375
1772696867.5810542,393728,732.6688842773438
1772696870.2861345,393984,732.6196899414062
1772696875.3855247,394496,733.024169921875
1772696877.6024623,394752,733.05615234375
1772696887.3948247,395776,732.95068359375
1772696892.0353947,396288,732.7086791992188
1772696894.1667607,396544,732.6067504882812
1772696901.0774875,397312,732.2400512695312
1772696903.5042017,397568,732.33984375
1772696905.5853708,397824,732.5174560546875
1772696910.086904,398336,731.724609375
1772696914.5832667,398848,731.0573120117188
1772696926.2283347,400128,730.998779296875
1772696930.7375183,400640,731.0088500976562
1772696933.156562,400896,730.8505859375
1772696935.451026,401152,730.6385498046875
1772696939.9540484,401664,730.7393798828125
1772696945.11603,402176,730.6041259765625
1772696947.3697479,402432,730.9398803710938
1772696949.692978,402688,730.9268188476562
1772696951.9858155,402944,731.2553100585938
1772696958.9998152,403712,731.542236328125
1772696963.5521846,404224,731.9288330078125
1772696965.8873837,404480,732.1026611328125
1772696968.1054773,404736,732.0628051757812
1772696970.5682504,404992,732.3201904296875
1772696972.6289966,405248,732.4522094726562
1772696979.5756383,406016,733.1424560546875
1772696991.0419288,407296,733.8049926757812
1772697003.3594542,408576,734.7203979492188
1772697005.4247885,408832,734.8513793945312
1772697007.83076,409088,734.8056640625
1772697016.9360883,410112,735.1921997070312
1772697019.393444,410368,735.0560302734375
1772697021.511949,410624,735.046875
1772697038.3334563,412416,735.0205078125
1772697040.9556978,412672,735.053466796875
1772697045.769387,413184,735.0098876953125
1772697047.9288352,413440,734.8988647460938
1772697052.5322583,413952,735.0189208984375
1772697061.9719458,414976,734.4862670898438
1772697066.387768,415488,734.2094116210938
1772697070.8916483,416000,733.9376220703125
1772697075.5959797,416512,733.8359985351562
1772697078.0826747,416768,733.4005737304688
1772697085.1741347,417536,733.4729614257812
1772697087.8734093,417792,733.6630859375
1772697097.150173,418816,734.017333984375
1772697099.574868,419072,733.75537109375
1772697101.7274559,419328,733.6993408203125
1772697104.1402657,419584,733.6590576171875
1772697108.7032385,420096,733.6580810546875
1772697110.8270488,420352,733.7251586914062
1772697122.85701,421632,734.2840576171875
1772697125.2321074,421888,734.1866455078125
1772697129.8286307,422400,733.892822265625
1772697134.4710865,422912,734.0667114257812
1772697136.8921146,423168,734.4782104492188
1772697139.0796826,423424,734.235595703125
1772697141.4500017,423680,734.2691040039062
1772697146.0491438,424192,734.208984375
1772697150.746623,424704,733.492431640625
1772697159.8811188,425728,733.2830200195312
1772697164.4400702,426240,733.39013671875
1772697168.980772,426752,733.568359375
1772697175.915293,427520,733.90283203125
1772697178.4123611,427776,734.1011352539062
1772697187.536621,428800,733.290771484375
1772697195.0212684,429568,733.66845703125
1772697199.6387212,430080,733.8975830078125
1772697201.6959429,430336,734.140625
1772697204.0840256,430592,734.3093872070312
1772697206.1319687,430848,734.4777221679688
1772697212.8579767,431616,734.7785034179688
1772697215.2342706,431872,734.6387939453125
1772697217.3693202,432128,734.19091796875
1772697219.8897061,432384,734.1188354492188
1772697222.3596845,432640,733.7963256835938
1772697224.7888877,432896,733.5662231445312
1772697231.638683,433664,732.8098754882812
1772697234.2939901,433920,732.8617553710938
1772697236.8499203,434176,732.9786987304688
1772697241.2919765,434688,734.0145874023438
1772697243.4615862,434944,734.4198608398438
1772697245.7969394,435200,734.6557006835938
1772697247.9459987,435456,734.8115234375
1772697252.7768545,435968,735.16357421875
1772697257.20546,436480,735.3460083007812
1772697263.8612244,437248,735.6355590820312
1772697268.2936866,437760,735.9667358398438
1772697270.718004,438016,736.5578002929688
1772697273.0568697,438272,736.505615234375
1772697275.2243702,438528,736.9275512695312
1772697284.1409883,439552,737.4532470703125
1772697288.6321788,440064,737.348876953125
1772697291.0768998,440320,737.27197265625
1772697297.9168966,441088,736.6251220703125
1772697299.9793606,441344,736.590087890625
1772697302.4199796,441600,736.287109375
1772697304.502267,441856,736.5469970703125
1772697316.1042352,443136,736.8223876953125
1772697334.6171994,445184,737.0689697265625
1772697336.7075543,445440,736.947998046875
1772697339.193161,445696,737.121337890625
1772697345.7908463,446464,737.2718505859375
1772697350.7020772,446976,736.7975463867188
1772697355.315653,447488,736.760498046875
1772697357.4711788,447744,736.5509643554688
1772697360.0170321,448000,736.2546997070312
1772697362.1669042,448256,736.4124145507812
1772697364.5609128,448512,736.4285278320312
1772697369.1458454,449024,736.8812255859375
1772697371.5930965,449280,736.9195556640625
1772697378.2151957,450048,737.4439697265625
1772697389.5938985,451328,738.192626953125
1772697392.0365264,451584,738.4124755859375
1772697396.4988885,452096,739.162109375
1772697398.745845,452352,739.6875
1772697403.4880085,452864,740.20166015625
1772697419.783292,454656,740.7568359375
1772697422.2045834,454912,740.8448486328125
1772697424.723613,455168,741.0001831054688
1772697431.5339737,455936,740.953369140625
1772697434.0526757,456192,740.7252197265625
1772697440.8960376,456960,740.81689453125
1772697443.3977723,457216,740.8284912109375
1772697445.8480551,457472,741.1614990234375
1772697448.1193025,457728,741.2239990234375
1772697452.8010612,458240,741.512939453125
1772697455.2396505,458496,741.3171997070312
1772697460.3527298,459008,741.3519897460938
1772697465.4228897,459520,741.3189697265625
1772697470.1611252,460032,741.2721557617188
1772697472.5650675,460288,741.344482421875
1772697479.6552963,461056,741.11474609375
1772697482.252188,461312,740.9436645507812
1772697484.6969771,461568,741.0906372070312
1772697486.9690335,461824,741.0645751953125
1772697489.5034997,462080,741.0029296875
1772697498.9615448,463104,740.3778686523438
1772697503.6282568,463616,740.7991943359375
1772697516.3365102,464640,740.455322265625
1772697521.269255,465152,740.8723754882812
1772697526.4572012,465664,740.9812622070312
1772697528.9542813,465920,741.282958984375
1772697538.890224,466944,741.8960571289062
1772697546.3188014,467712,742.2417602539062
1772697549.1351447,467968,742.7164916992188
1772697554.139798,468480,742.978515625
1772697556.3624437,468736,743.0195922851562
1772697561.3674679,469248,743.291259765625
1772697563.9451826,469504,743.120849609375
1772697566.399422,469760,742.901123046875
1772697571.7168455,470272,743.0491333007812
1772697573.9013236,470528,743.1950073242188
1772697576.3974645,470784,743.4523315429688
1772697591.7871253,472320,743.230712890625
1772697594.3575673,472576,743.8045043945312
1772697596.6820135,472832,743.7498779296875
1772697599.6894379,473088,743.9407958984375
1772697602.1111193,473344,744.1026611328125
1772697606.8970041,473856,743.806884765625
1772697609.4720283,474112,744.0502319335938
1772697614.2610047,474624,744.167724609375
1772697621.420977,475392,743.9189453125
1772697630.5899084,476416,744.3731079101562
1772697639.7357996,477440,744.7823486328125
1772697642.2135873,477696,745.0368041992188
1772697644.3059502,477952,745.09716796875
1772697646.8190866,478208,745.0021362304688
1772697655.9329631,479232,744.3046875
1772697658.430014,479488,744.3690795898438
1772697660.53003,479744,744.5338745117188
1772697662.9554513,480000,744.4314575195312
1772697665.1769679,480256,744.4523315429688
1772697667.6016686,480512,744.3773803710938
1772697669.987606,480768,744.3684692382812
1772697674.5307431,481280,744.526611328125
1772697676.6729536,481536,744.6926879882812
1772697684.6054294,482304,745.1853637695312
1772697686.9078546,482560,745.1087646484375
1772697692.0035698,483072,744.8076782226562
1772697696.714482,483584,744.4024047851562
1772697701.2971194,484096,744.663330078125
1772697703.446662,484352,744.83740234375
1772697712.9759538,485376,744.8829956054688
1772697722.1312397,486400,744.7636108398438
1772697726.7629778,486912,744.8533325195312
1772697729.2541273,487168,744.7711791992188
1772697738.2566075,488192,744.0009155273438
1772697742.821817,488704,743.975341796875
1772697745.0126014,488960,743.9234619140625
1772697747.4026897,489216,743.2810668945312
1772697754.455381,489984,743.195068359375
1772697761.330644,490752,743.542724609375
1772697765.8511066,491264,743.2280883789062
1772697780.4423723,492800,741.7427978515625
1772697782.5584755,493056,741.6966552734375
1772697785.027895,493312,741.63134765625
1772697789.5769267,493824,741.158203125
1772697791.9362073,494080,741.0146484375
1772697798.5499115,494848,740.5939331054688
1772697805.6790397,495616,739.2916870117188
1772697808.036222,495872,739.142333984375
1772697814.7160735,496640,737.9415893554688
1772697817.1581244,496896,737.5797729492188
1772697819.2726216,497152,737.4313354492188
1772697821.7721372,497408,737.2241821289062
1772697826.413405,497920,736.5805053710938
1772697828.8124082,498176,736.3029174804688
1772697833.4474812,498688,736.5243530273438
1772697840.4747782,499456,736.5684814453125
1772697843.169214,499712,736.47412109375
1772697848.148041,500224,735.5452880859375
